customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,RevenueCategory,AvgChargePerMonth,TotalServices,ChargeCategory,CustomerValueScore,ContractRisk,AutoPayment,FiberOpticUser,SeniorHighChargeRisk,TenureContractRisk,HighMonthlyChargeRisk,ServiceEngagementScore,PaperlessBillingRisk,HasDependents,LongTermCustomer,RevenuePerService,ChurnScore
7131-ZQZNK,Female,0,Yes,Yes,60,0,No phone service,0,1,0,1,1,1,1,Two year,No,Credit card (automatic),59.85,3590.2,No,4+ Years,Normal Revenue,58.85573770491803,5,Medium,3591.0,1,1,0,0.0,0,0,5,0,1,1,9.975,1
3442-ZHHCC,Male,0,No,No,68,1,Yes,0,1,1,1,0,0,1,One year,Yes,Credit card (automatic),76.9,5023.0,No,4+ Years,Normal Revenue,72.79710144927536,5,High,5229.200000000001,2,1,0,0.0,0,1,4,1,0,1,12.816666666666668,4
5726-CVNYA,Female,0,Yes,Yes,8,1,No,0,0,0,0,0,0,0,Two year,Yes,Mailed check,19.85,146.6,No,0-1 Year,Normal Revenue,16.288888888888888,1,Low,158.8,1,0,0,0.0,0,0,0,1,1,0,9.925,2
9871-ELEYA,Female,0,No,Yes,34,1,No,0,1,0,1,1,1,0,Two year,No,Credit card (automatic),67.65,2339.3,No,2-4 Years,Normal Revenue,66.83714285714287,5,Medium,2300.1000000000004,1,1,0,0.0,0,1,4,0,1,1,11.275,2
4257-GAESD,Female,0,No,No,6,0,No phone service,0,0,0,0,0,1,1,Month-to-month,No,Credit card (automatic),45.0,298.7,No,0-1 Year,Normal Revenue,42.67142857142857,2,Medium,270.0,3,1,0,0.0,1,0,2,0,0,0,15.0,4
5173-WXOQV,Male,0,Yes,No,2,1,No,0,0,1,0,1,0,1,Month-to-month,Yes,Mailed check,64.2,143.65,No,0-1 Year,Normal Revenue,47.88333333333333,4,Medium,128.4,3,0,0,0.0,1,0,3,1,0,0,12.84,5
2040-OBMLJ,Male,0,No,No,31,1,Yes,0,0,0,0,1,0,0,One year,No,Credit card (automatic),81.7,2548.65,No,2-4 Years,High Revenue,79.6453125,2,High,2532.7000000000003,2,1,0,0.0,0,1,1,0,0,1,27.233333333333334,3
6286-ZHAOK,Female,0,Yes,Yes,20,1,Yes,0,0,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),25.55,507.4,No,1-2 Years,Normal Revenue,24.16190476190476,1,Low,511.0,3,1,0,0.0,0,0,0,1,1,0,12.775,4
3807-XHCJH,Female,0,Yes,Yes,1,1,No,0,0,0,0,0,0,0,Month-to-month,No,Electronic check,20.0,20.0,No,0-1 Year,Normal Revenue,10.0,1,Low,20.0,3,0,0,0.0,1,0,0,0,1,0,10.0,4
3009-JWMPU,Male,0,No,No,62,1,Yes,0,0,0,1,0,1,1,One year,Yes,Electronic check,96.75,6125.4,Yes,4+ Years,High Revenue,97.22857142857144,4,High,5998.5,2,0,0,0.0,0,1,3,1,0,1,19.35,4
5671-RQRLP,Female,1,Yes,No,70,1,Yes,0,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),75.65,5411.4,No,4+ Years,Normal Revenue,76.2169014084507,1,High,5295.5,1,1,0,75.65,0,1,0,1,0,1,37.825,3
1450-GALXR,Female,0,No,No,10,1,Yes,0,0,0,0,1,1,1,Month-to-month,Yes,Electronic check,98.5,1058.25,Yes,0-1 Year,High Revenue,96.20454545454544,4,High,985.0,3,0,0,0.0,1,1,3,1,0,0,19.7,6
8859-AXJZP,Male,0,Yes,Yes,39,1,Yes,0,0,0,0,0,0,0,Two year,Yes,Mailed check,23.8,903.8,No,2-4 Years,Normal Revenue,22.595,1,Low,928.2,1,0,0,0.0,0,0,0,1,1,1,11.9,2
3174-AKMAS,Female,0,Yes,No,46,1,No,0,0,1,0,1,1,0,Two year,Yes,Credit card (automatic),64.2,3009.5,No,2-4 Years,Normal Revenue,64.03191489361703,4,Medium,2953.2000000000003,1,1,0,0.0,0,0,3,1,0,1,12.84,2
3138-BKYAV,Male,0,No,No,6,1,No,0,0,1,0,0,1,0,Month-to-month,Yes,Electronic check,85.35,489.45,Yes,0-1 Year,High Revenue,69.92142857142856,3,High,512.0999999999999,3,0,0,0.0,1,1,2,1,0,0,21.3375,6
9926-PJHDQ,Female,0,Yes,Yes,72,1,Yes,0,0,0,1,0,1,1,Two year,Yes,Bank transfer (automatic),76.8,5468.45,No,4+ Years,Normal Revenue,74.91027397260274,4,High,5529.599999999999,1,1,0,0.0,0,1,3,1,1,1,15.36,3
7382-DFJTU,Male,0,No,No,18,1,No,0,0,0,1,1,0,0,Month-to-month,No,Credit card (automatic),55.2,1058.1,No,1-2 Years,Normal Revenue,55.68947368421052,3,Medium,993.6,3,1,0,0.0,0,0,2,0,0,0,13.8,3
2798-NYLMZ,Male,0,Yes,No,71,1,Yes,0,1,0,1,1,1,1,Two year,Yes,Credit card (automatic),108.55,7616.0,No,4+ Years,High Revenue,105.77777777777776,6,High,7707.05,1,1,0,0.0,0,1,5,1,0,1,15.507142857142856,3
4289-DTDKW,Male,0,Yes,No,40,1,Yes,0,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,101.3,4113.1,Yes,2-4 Years,High Revenue,100.31951219512196,4,High,4052.0,3,0,0,0.0,0,1,3,1,0,1,20.259999999999998,5
1820-TQVEV,Male,0,No,No,1,1,No,0,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,69.55,69.55,Yes,0-1 Year,Normal Revenue,34.775,1,Medium,69.55,3,0,0,0.0,1,1,0,1,0,0,34.775,6
2239-JALAW,Male,0,No,No,58,1,Yes,0,0,1,1,0,1,1,One year,Yes,Bank transfer (automatic),103.25,6017.65,Yes,4+ Years,High Revenue,101.99406779661015,5,High,5988.5,2,1,0,0.0,0,1,4,1,0,1,17.208333333333332,4
4853-RULSV,Male,0,No,No,70,1,Yes,0,1,0,0,1,1,1,Two year,Yes,Credit card (automatic),104.0,7250.15,Yes,4+ Years,High Revenue,102.11478873239436,5,High,7280.0,1,1,0,0.0,0,1,4,1,0,1,17.333333333333332,3
8098-TDCBU,Female,0,Yes,No,42,1,Yes,0,0,0,0,0,0,0,Two year,No,Electronic check,25.25,1108.2,No,2-4 Years,Normal Revenue,25.772093023255817,1,Low,1060.5,1,0,0,0.0,0,0,0,0,0,1,12.625,1
3551-GAEGL,Male,0,Yes,Yes,34,0,No phone service,0,1,0,0,0,0,0,One year,No,Bank transfer (automatic),30.4,938.65,No,2-4 Years,Normal Revenue,26.818571428571428,1,Low,1033.6,2,1,0,0.0,0,0,1,0,1,1,15.2,2
4785-NKHCX,Male,1,No,No,5,1,No,0,0,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),20.05,94.15,No,0-1 Year,Normal Revenue,15.691666666666668,1,Low,100.25,3,1,0,20.05,1,0,0,0,0,0,10.025,4
3196-NVXLZ,Female,0,No,No,25,1,Yes,0,0,0,0,0,1,0,Month-to-month,Yes,Mailed check,84.6,2088.05,No,2-4 Years,High Revenue,80.3096153846154,2,High,2115.0,3,0,0,0.0,0,1,1,1,0,1,28.2,5
6275-YDUVO,Female,0,No,No,2,1,No,0,0,0,1,0,0,1,Month-to-month,Yes,Mailed check,86.2,178.7,Yes,0-1 Year,High Revenue,59.56666666666666,3,High,172.4,3,0,0,0.0,1,1,2,1,0,0,21.55,6
0036-IHMOT,Female,0,Yes,Yes,55,1,No,0,0,1,1,1,1,1,One year,Yes,Bank transfer (automatic),103.7,5656.75,No,4+ Years,High Revenue,101.01339285714286,6,High,5703.5,2,1,0,0.0,0,1,5,1,1,1,14.814285714285715,4
0115-TFERT,Male,0,Yes,No,21,1,Yes,0,0,1,1,1,1,1,Month-to-month,Yes,Electronic check,111.2,2317.1,Yes,1-2 Years,High Revenue,105.32272727272726,6,High,2335.2000000000003,3,0,0,0.0,0,1,5,1,0,0,15.885714285714286,5
4178-EGMON,Male,0,Yes,No,70,1,Yes,0,1,1,0,1,0,0,Two year,Yes,Credit card (automatic),88.0,5986.45,No,4+ Years,High Revenue,84.3161971830986,4,High,6160.0,1,1,0,0.0,0,1,3,1,0,1,17.6,3
4220-TINQT,Female,0,Yes,No,61,1,Yes,0,0,0,1,1,1,1,Month-to-month,Yes,Electronic check,106.35,6751.35,No,4+ Years,High Revenue,108.89274193548388,5,High,6487.349999999999,3,0,0,0.0,0,1,4,1,0,1,17.724999999999998,5
5318-YKDPV,Male,0,Yes,Yes,43,1,No,0,1,0,1,1,1,1,Two year,Yes,Credit card (automatic),79.15,3566.6,No,2-4 Years,Normal Revenue,81.05909090909091,6,High,3403.4500000000003,1,1,0,0.0,0,1,5,1,1,1,11.307142857142859,3
7975-TZMLR,Male,0,No,No,47,1,Yes,0,0,1,1,0,1,1,One year,Yes,Electronic check,103.1,4889.3,No,2-4 Years,High Revenue,101.86041666666668,5,High,4845.7,2,0,0,0.0,0,1,4,1,0,1,17.183333333333334,4
0295-QVKPB,Male,0,No,No,5,1,No,0,0,0,1,1,1,0,Month-to-month,Yes,Credit card (automatic),63.95,318.1,No,0-1 Year,Normal Revenue,53.01666666666667,4,Medium,319.75,3,1,0,0.0,1,0,3,1,0,0,12.790000000000001,5
4335-BSMJS,Female,0,No,No,62,1,Yes,0,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),25.8,1563.95,No,4+ Years,Normal Revenue,24.824603174603176,1,Low,1599.6,1,1,0,0.0,0,0,0,1,0,1,12.9,2
2311-QYMUQ,Female,0,Yes,Yes,16,1,No,0,0,1,1,0,1,0,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,Yes,1-2 Years,High Revenue,84.13235294117646,4,High,1431.2,3,1,0,0.0,0,1,3,1,1,0,17.89,5
3643-AHCFP,Male,1,Yes,No,7,1,Yes,0,0,0,0,0,1,1,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35,Yes,0-1 Year,High Revenue,80.54375,3,High,669.1999999999999,3,1,0,95.6,1,1,2,1,0,0,23.9,6
9146-JRIOX,Female,0,Yes,Yes,14,1,Yes,0,0,0,0,0,0,0,Month-to-month,No,Mailed check,25.55,372.45,No,1-2 Years,Normal Revenue,24.83,1,Low,357.7,3,0,0,0.0,0,0,0,0,1,0,12.775,3
3104-OWCGK,Male,0,Yes,Yes,60,1,No,0,0,1,1,0,1,0,One year,No,Electronic check,90.95,5453.4,Yes,4+ Years,High Revenue,89.39999999999999,4,High,5457.0,2,0,0,0.0,0,1,3,0,1,1,18.19,3
5337-IIWKZ,Male,0,Yes,Yes,34,0,No phone service,0,0,0,1,1,1,0,Month-to-month,Yes,Electronic check,44.85,1442.6,No,2-4 Years,Normal Revenue,41.21714285714285,3,Medium,1524.9,3,0,0,0.0,0,0,3,1,1,1,11.2125,4
9101-BWFSS,Female,0,Yes,No,50,1,Yes,0,1,1,0,1,1,1,One year,No,Electronic check,108.55,5610.7,Yes,4+ Years,High Revenue,110.01372549019608,6,High,5427.5,2,0,0,0.0,0,1,5,0,0,1,15.507142857142856,3
9650-VBUOG,Male,0,Yes,Yes,38,1,Yes,0,0,0,0,0,0,0,Two year,No,Credit card (automatic),25.05,963.95,No,2-4 Years,Normal Revenue,24.71666666666667,1,Low,951.9,1,1,0,0.0,0,0,0,0,1,1,12.525,1
3487-EARAT,Female,0,Yes,Yes,70,1,No,0,1,1,1,1,0,1,One year,No,Credit card (automatic),74.1,5222.3,No,4+ Years,Normal Revenue,73.55352112676057,6,High,5187.0,2,1,0,0.0,0,1,5,0,1,1,10.585714285714285,3
2672-TGEFF,Female,0,Yes,Yes,37,1,Yes,0,0,1,0,0,1,0,Month-to-month,Yes,Electronic check,88.8,3340.55,No,2-4 Years,High Revenue,87.90921052631579,3,High,3285.6,3,0,0,0.0,0,1,2,1,1,1,22.2,5
9231-ZJYAM,Female,1,No,No,4,1,No,0,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,78.85,292.8,Yes,0-1 Year,Normal Revenue,58.56,2,High,315.4,3,0,0,78.85,1,1,1,1,0,0,26.28333333333333,6
4250-WAROZ,Male,1,Yes,Yes,60,1,Yes,0,1,1,0,0,0,1,Month-to-month,Yes,Electronic check,93.25,5774.55,No,4+ Years,High Revenue,94.66475409836066,4,High,5595.0,3,0,0,93.25,0,1,3,1,1,1,18.65,5
8184-WMOFI,Male,0,Yes,Yes,62,1,No,0,1,0,1,1,0,1,One year,No,Credit card (automatic),71.4,4487.3,No,4+ Years,Normal Revenue,71.22698412698414,5,High,4426.8,2,1,0,0.0,0,1,4,0,1,1,11.9,3
6982-SSHFK,Male,0,No,No,1,1,No,0,0,0,0,0,0,0,Month-to-month,No,Mailed check,44.4,44.4,Yes,0-1 Year,Normal Revenue,22.2,1,Medium,44.4,3,0,0,0.0,1,0,0,0,0,0,22.2,4
6092-QZVPP,Male,0,No,No,36,1,No,0,1,0,1,1,1,1,Month-to-month,Yes,Credit card (automatic),79.2,2854.95,No,2-4 Years,Normal Revenue,77.1608108108108,6,High,2851.2000000000003,3,1,0,0.0,0,1,5,1,0,1,11.314285714285715,5
4625-LAMOB,Male,0,No,No,44,1,No,0,0,0,0,0,0,0,Two year,No,Credit card (automatic),20.4,905.55,No,2-4 Years,Normal Revenue,20.12333333333333,1,Low,897.5999999999999,1,1,0,0.0,0,0,0,0,0,1,10.2,1
0727-BMPLR,Female,1,No,No,55,1,Yes,0,0,0,1,0,1,1,One year,Yes,Electronic check,100.0,5509.3,Yes,4+ Years,High Revenue,98.38035714285716,4,High,5500.0,2,0,0,100.0,0,1,3,1,0,1,20.0,4
0392-BZIUW,Female,0,Yes,No,72,1,Yes,0,1,0,1,0,1,1,Two year,Yes,Credit card (automatic),105.0,7589.8,No,4+ Years,High Revenue,103.96986301369864,5,High,7560.0,1,1,0,0.0,0,1,4,1,0,1,17.5,3
1038-ZAGBI,Female,0,Yes,Yes,12,1,No,0,0,0,0,0,0,0,One year,No,Bank transfer (automatic),19.8,229.6,Yes,0-1 Year,Normal Revenue,17.661538461538463,1,Low,237.6,2,1,0,0.0,0,0,0,0,1,0,9.9,2
6549-NNDYT,Female,0,No,No,13,0,No phone service,0,1,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1,No,1-2 Years,Normal Revenue,28.15,1,Low,401.05,3,1,0,0.0,0,0,1,1,0,0,15.425,4
3027-ZTDHO,Male,0,No,No,1,1,No,0,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,89.9,89.9,Yes,0-1 Year,High Revenue,44.95,3,High,89.9,3,0,0,0.0,1,1,2,1,0,0,22.475,6
0422-OHQHQ,Female,0,Yes,Yes,15,1,No,0,0,0,0,0,0,0,One year,No,Mailed check,20.55,295.95,No,1-2 Years,Normal Revenue,18.496875,1,Low,308.25,2,0,0,0.0,0,0,0,0,1,0,10.275,2
6916-HIJSE,Female,0,No,No,65,1,No,0,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),84.85,5459.2,No,4+ Years,High Revenue,82.71515151515152,7,High,5515.25,1,1,0,0.0,0,1,6,1,0,1,10.60625,3
2316-ESMLS,Female,0,Yes,Yes,12,0,No phone service,0,1,0,0,1,0,0,One year,No,Credit card (automatic),33.15,444.75,No,0-1 Year,Normal Revenue,34.21153846153846,2,Low,397.8,2,1,0,0.0,0,0,2,0,1,0,11.049999999999999,2
9778-OGKQZ,Male,0,Yes,No,72,1,Yes,0,1,1,1,1,1,1,Two year,Yes,Credit card (automatic),92.0,6782.15,No,4+ Years,High Revenue,92.90616438356165,7,High,6624.0,1,1,0,0.0,0,1,6,1,0,1,11.5,3
7408-OFWXJ,Female,0,Yes,Yes,72,1,Yes,0,1,1,1,1,1,1,Two year,No,Credit card (automatic),89.8,6510.45,No,4+ Years,High Revenue,89.18424657534246,7,High,6465.599999999999,1,1,0,0.0,0,1,6,0,1,1,11.225,2
6007-TCTST,Female,0,Yes,Yes,72,1,Yes,0,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),115.8,8476.5,No,4+ Years,High Revenue,116.11643835616438,7,High,8337.6,1,1,0,0.0,0,1,6,1,1,1,14.475,3
2252-NKNSI,Male,0,No,Yes,52,1,Yes,0,1,1,0,1,1,1,Two year,Yes,Mailed check,85.15,4461.85,No,4+ Years,High Revenue,84.18584905660379,6,High,4427.8,1,0,0,0.0,0,1,5,1,1,1,12.164285714285715,3
8713-IGZSO,Male,0,No,No,2,1,Yes,0,0,0,0,0,0,0,Month-to-month,No,Mailed check,24.85,62.0,No,0-1 Year,Normal Revenue,20.666666666666668,1,Low,49.7,3,0,0,0.0,1,0,0,0,0,0,12.425,4
7905-TVXTA,Female,0,No,No,5,1,No,0,1,0,0,1,1,0,Month-to-month,Yes,Electronic check,64.35,352.65,No,0-1 Year,Normal Revenue,58.775,4,Medium,321.75,3,0,0,0.0,1,0,3,1,0,0,12.87,5
7695-PKLCZ,Female,0,No,No,68,1,No,0,0,0,0,0,0,0,Two year,No,Credit card (automatic),20.5,1424.9,No,4+ Years,Normal Revenue,20.65072463768116,1,Low,1394.0,1,1,0,0.0,0,0,0,0,0,1,10.25,1
2382-BCKQJ,Female,0,No,Yes,62,1,Yes,0,0,0,1,0,1,1,One year,Yes,Electronic check,100.15,6413.65,Yes,4+ Years,High Revenue,101.80396825396824,4,High,6209.3,2,0,0,0.0,0,1,3,1,1,1,20.03,4
8374-UULRV,Male,0,No,No,72,1,Yes,0,1,1,0,1,1,1,Two year,No,Credit card (automatic),86.05,6309.65,No,4+ Years,High Revenue,86.43356164383562,6,High,6195.599999999999,1,1,0,0.0,0,1,5,0,0,1,12.292857142857143,2
2207-NHRJK,Male,0,No,No,1,1,No,0,0,1,0,0,0,0,Month-to-month,No,Electronic check,50.8,50.8,Yes,0-1 Year,Normal Revenue,25.4,2,Medium,50.8,3,0,0,0.0,1,0,1,0,0,0,16.933333333333334,4
3224-DFQNQ,Female,0,Yes,No,66,1,Yes,0,1,1,0,1,0,0,One year,No,Electronic check,89.0,5898.6,No,4+ Years,High Revenue,88.03880597014926,4,High,5874.0,2,0,0,0.0,0,1,3,0,0,1,17.8,3
5275-PMFUT,Male,0,Yes,Yes,72,0,No phone service,0,1,1,1,1,1,1,Two year,Yes,Credit card (automatic),64.8,4719.75,No,4+ Years,Normal Revenue,64.6541095890411,6,Medium,4665.599999999999,1,1,0,0.0,0,1,6,1,1,1,9.257142857142856,3
4795-UXVCJ,Male,0,No,No,26,1,No,0,0,0,0,0,0,0,One year,No,Credit card (automatic),19.8,457.3,No,2-4 Years,Normal Revenue,16.937037037037037,1,Low,514.8000000000001,2,1,0,0.0,0,0,0,0,0,1,9.9,2
9777-IQHWP,Male,0,Yes,Yes,64,1,Yes,0,1,0,1,0,0,1,Two year,No,Bank transfer (automatic),93.4,5822.3,No,4+ Years,High Revenue,89.57384615384616,4,High,5977.6,1,1,0,0.0,0,1,3,0,1,1,18.68,2
0947-MUGVO,Male,1,Yes,No,20,1,No,0,0,1,0,0,0,0,Month-to-month,Yes,Electronic check,73.65,1463.5,Yes,1-2 Years,Normal Revenue,69.69047619047619,2,High,1473.0,3,0,0,73.65,0,1,1,1,0,0,24.55,5
9944-HKVVB,Female,0,No,No,3,1,No,0,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,95.1,307.4,Yes,0-1 Year,High Revenue,76.85,4,High,285.29999999999995,3,0,0,0.0,1,1,3,1,0,0,19.02,6
4124-MMETB,Male,0,No,No,22,1,Yes,0,0,0,0,0,1,1,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,Yes,1-2 Years,High Revenue,91.50217391304348,3,High,2082.3,3,1,0,0.0,0,1,2,1,0,0,23.6625,5
3671-SHRSP,Male,0,Yes,No,4,1,No,0,0,0,1,1,0,0,Month-to-month,Yes,Mailed check,80.6,319.15,Yes,0-1 Year,High Revenue,63.83,3,High,322.4,3,0,0,0.0,1,1,2,1,0,0,20.15,6
0979-MOZQI,Male,0,Yes,No,62,0,No phone service,0,0,0,0,1,1,0,Two year,Yes,Bank transfer (automatic),39.0,2337.45,No,4+ Years,Normal Revenue,37.10238095238095,2,Medium,2418.0,1,1,0,0.0,0,0,2,1,0,1,13.0,2
2732-ISEZX,Female,0,No,No,5,1,No,0,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,20.5,104.3,No,0-1 Year,Normal Revenue,17.383333333333333,1,Low,102.5,3,0,0,0.0,1,0,0,1,0,0,10.25,5
3313-QKNKB,Male,0,Yes,No,59,1,Yes,0,0,0,0,0,0,1,One year,No,Electronic check,85.55,5084.65,Yes,4+ Years,High Revenue,84.74416666666666,2,High,5047.45,2,0,0,0.0,0,1,1,0,0,1,28.516666666666666,3
0323-XWWTN,Male,0,No,Yes,3,1,Yes,0,0,0,0,0,0,0,Two year,Yes,Mailed check,26.4,121.25,No,0-1 Year,Normal Revenue,30.3125,1,Low,79.19999999999999,1,0,0,0.0,0,0,0,1,1,0,13.2,2
1937-OTUKY,Female,0,Yes,No,72,1,Yes,0,1,0,1,1,1,0,Two year,Yes,Bank transfer (automatic),98.2,7015.9,No,4+ Years,High Revenue,96.10821917808218,5,High,7070.400000000001,1,1,0,0.0,0,1,4,1,0,1,16.366666666666667,3
1573-LGXBA,Male,0,Yes,Yes,57,1,No,0,0,1,1,0,1,1,One year,Yes,Credit card (automatic),97.55,5598.0,No,4+ Years,High Revenue,96.51724137931036,5,High,5560.349999999999,2,1,0,0.0,0,1,4,1,1,1,16.258333333333333,4
1764-VUUMT,Male,0,No,Yes,66,1,No,0,0,0,0,0,0,0,Two year,No,Credit card (automatic),19.95,1269.1,No,4+ Years,Normal Revenue,18.94179104477612,1,Low,1316.7,1,1,0,0.0,0,0,0,0,1,1,9.975,1
5073-WXOYN,Female,0,No,No,60,0,No phone service,0,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,50.8,3027.4,Yes,4+ Years,Normal Revenue,49.62950819672131,3,Medium,3048.0,3,0,0,0.0,0,0,3,1,0,1,12.7,4
4713-ZBURT,Male,0,No,Yes,45,1,Yes,0,0,0,1,0,1,1,Two year,No,Bank transfer (automatic),99.7,4634.35,No,2-4 Years,High Revenue,100.7467391304348,4,High,4486.5,1,1,0,0.0,0,1,3,0,1,1,19.94,2
3050-GBUSH,Female,0,No,No,3,0,No phone service,0,0,0,0,0,1,0,Month-to-month,Yes,Credit card (automatic),34.8,113.95,No,0-1 Year,Normal Revenue,28.4875,1,Low,104.4,3,1,0,0.0,1,0,1,1,0,0,17.4,5
0207-MDKNV,Female,0,No,No,15,1,No,0,1,0,1,1,1,1,Month-to-month,No,Electronic check,105.1,1582.75,Yes,1-2 Years,High Revenue,98.921875,6,High,1576.5,3,0,0,0.0,0,1,5,0,0,0,15.014285714285714,4
7876-AEHIG,Female,0,No,Yes,51,0,No phone service,0,1,0,1,1,1,1,One year,No,Bank transfer (automatic),60.15,3077.0,No,4+ Years,Normal Revenue,59.17307692307692,5,Medium,3067.65,2,1,0,0.0,0,0,5,0,1,1,10.025,2
7945-HLKEA,Female,0,No,No,60,1,Yes,0,1,0,1,1,0,0,One year,No,Electronic check,64.75,4039.5,No,4+ Years,Normal Revenue,66.22131147540983,4,Medium,3885.0,2,0,0,0.0,0,0,3,0,0,1,12.95,2
9342-VNIMQ,Male,0,No,No,33,1,Yes,0,0,1,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2,No,2-4 Years,Normal Revenue,48.976470588235294,2,Medium,1803.45,3,1,0,0.0,0,0,1,1,0,1,18.216666666666665,4
9851-KIELU,Male,0,No,No,10,1,No,0,1,1,1,1,1,1,Month-to-month,Yes,Electronic check,110.1,1043.3,Yes,0-1 Year,High Revenue,94.84545454545454,7,High,1101.0,3,0,0,0.0,1,1,6,1,0,0,13.7625,6
3523-BRGUW,Male,1,No,No,26,1,No,0,0,0,0,0,0,0,One year,No,Credit card (automatic),19.3,504.2,No,2-4 Years,Normal Revenue,18.674074074074078,1,Low,501.8,2,1,0,19.3,0,0,0,0,0,1,9.65,2
3908-BLSYF,Female,0,No,No,6,1,No,0,0,0,1,0,0,1,Month-to-month,No,Electronic check,83.9,497.55,Yes,0-1 Year,High Revenue,71.07857142857144,3,High,503.4,3,0,0,0.0,1,1,2,0,0,0,20.975,5
3199-NPKCN,Female,0,Yes,No,67,1,Yes,0,1,0,1,1,1,1,One year,Yes,Electronic check,111.25,7511.65,No,4+ Years,High Revenue,110.46544117647058,6,High,7453.75,2,0,0,0.0,0,1,5,1,0,1,15.892857142857142,4
5170-PTRKA,Female,0,Yes,Yes,49,0,No phone service,0,1,0,0,1,0,0,One year,Yes,Credit card (automatic),35.8,1782.0,No,4+ Years,Normal Revenue,35.64,2,Medium,1754.1999999999998,2,1,0,0.0,0,0,2,1,1,1,11.933333333333332,3
4661-NJEUX,Male,0,No,No,1,1,No,0,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,20.05,20.05,No,0-1 Year,Normal Revenue,10.025,1,Low,20.05,3,0,0,0.0,1,0,0,1,0,0,10.025,5
2123-AGEEN,Female,1,No,No,7,1,No,0,0,0,1,0,1,0,Month-to-month,Yes,Electronic check,84.35,609.65,No,0-1 Year,High Revenue,76.20625,3,High,590.4499999999999,3,0,0,84.35,1,1,2,1,0,0,21.0875,6
1258-YMZNM,Female,1,No,No,27,1,Yes,0,1,1,1,0,1,1,One year,Yes,Bank transfer (automatic),110.5,2857.6,No,2-4 Years,High Revenue,102.05714285714284,6,High,2983.5,2,1,0,110.5,0,1,5,1,0,1,15.785714285714286,4
0048-LUMLS,Male,0,Yes,Yes,37,1,No,0,0,0,0,0,1,1,One year,No,Credit card (automatic),91.2,3247.55,No,2-4 Years,High Revenue,85.46184210526316,3,High,3374.4,2,1,0,0.0,0,1,2,0,1,1,22.8,3
7549-MYGPK,Female,0,Yes,Yes,63,1,Yes,0,1,1,1,0,1,0,Month-to-month,Yes,Electronic check,100.55,6215.35,Yes,4+ Years,High Revenue,97.11484375,5,High,6334.65,3,0,0,0.0,0,1,4,1,1,1,16.758333333333333,5
5898-IGSLP,Male,0,Yes,Yes,31,1,Yes,0,1,0,1,1,0,0,Month-to-month,No,Electronic check,89.3,2823.0,No,2-4 Years,High Revenue,88.21875,4,High,2768.3,3,0,0,0.0,0,1,3,0,1,1,17.86,4
3804-RVTGV,Male,0,Yes,Yes,50,1,Yes,0,0,1,1,0,1,1,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9,Yes,4+ Years,High Revenue,98.39019607843136,5,High,5192.5,3,1,0,0.0,0,1,4,1,1,1,17.308333333333334,5
6259-WJQLC,Male,1,No,No,32,1,Yes,0,0,0,1,0,0,0,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,No,2-4 Years,High Revenue,79.37121212121212,2,High,2595.2,3,1,0,81.1,0,1,1,1,0,1,27.03333333333333,5
9227-LUNBG,Female,0,No,No,1,0,No phone service,0,0,0,0,0,0,0,Month-to-month,No,Electronic check,24.6,24.6,Yes,0-1 Year,Normal Revenue,12.3,0,Low,24.6,3,0,0,0.0,1,0,0,0,0,0,24.6,4
7997-EASSD,Female,0,Yes,No,63,1,Yes,0,0,0,0,1,0,0,One year,Yes,Credit card (automatic),81.2,4965.1,No,4+ Years,High Revenue,77.5796875,2,High,5115.6,2,1,0,0.0,0,1,1,1,0,1,27.066666666666666,4
0730-KOAVE,Male,0,No,No,30,1,Yes,0,1,1,0,0,0,1,Month-to-month,Yes,Credit card (automatic),94.3,2679.7,No,2-4 Years,High Revenue,86.44193548387096,4,High,2829.0,3,1,0,0.0,0,1,3,1,0,1,18.86,5
